# start	end	mode	name  (end = start+size-1; 0 = size unknown)
0x0808BDBC	0x0808BDE7	thumb	SetBoxWallpaper
0x0808BDE8	0x0808BEB1	thumb	SeekToNextMonInBox
0x0808BEB4	0x0808BFDF	thumb	DrawTextWindowAndBufferTiles
0x0808BFE0	0x0808C0D3	thumb	PrintStringToBufferCopyNow
0x0808C0D4	0x0808C107	thumb	CountMonsInBox
0x0808C108	0x0808C139	thumb	GetFirstFreeBoxSpot
0x0808C13C	0x0808C183	thumb	CountPartyNonEggMons
0x0808C184	0x0808C1DF	thumb	CountPartyAliveNonEggMonsExcept
0x0808C1E0	0x0808C1F7	thumb	CountPartyAliveNonEggMons_IgnoreVar0x8004Slot
0x0808C1F8	0x0808C22F	thumb	CountPartyMons
0x0808C230	0x0808C259	thumb	StringCopyAndFillWithSpaces
0x0808C25C	0x0808C2D7	thumb	UnusedWriteRectCpu
0x0808C2D8	0x0808C39B	thumb	UnusedWriteRectDma
0x0808C39C	0x0808C6A7	thumb	Task_PCMainMenu
0x0808C6A8	0x0808C6D7	thumb	ShowPokemonStorageSystemPC
0x0808C6D8	0x0808C72B	thumb	FieldTask_ReturnToPcMenu
0x0808C72C	0x0808C7B3	thumb	CreatePCMainMenu
0x0808C7B4	0x0808C7DF	thumb	CB2_ExitPokeStorage
0x0808C7E0	0x0808C853	thumb	ResetPokemonStorageSystem
0x0808C854	0x0808C8FB	thumb	LoadChooseBoxMenuGfx
0x0808C8FC	0x0808C93F	thumb	FreeBoxSelectionPopupSpriteGfx
0x0808C940	0x0808C94D	thumb	CreateChooseBoxMenuSprites
0x0808C950	0x0808C959	thumb	DestroyChooseBoxMenuSprites
0x0808C95C	0x0808C9C3	thumb	HandleBoxChooseSelectionInput
0x0808C9C4	0x0808CBA3	thumb	ChooseBoxMenu_CreateSprites
0x0808CBA4	0x0808CC0F	thumb	ChooseBoxMenu_DestroySprites
0x0808CC10	0x0808CC43	thumb	ChooseBoxMenu_MoveRight
0x0808CC44	0x0808CC71	thumb	ChooseBoxMenu_MoveLeft
0x0808CC74	0x0808CCFB	thumb	ChooseBoxMenu_PrintBoxNameAndCount
0x0808CCFC	0x0808CD63	thumb	ChooseBoxMenu_PrintTextToSprite
0x0808CD64	0x0808CD97	thumb	SpriteCB_ChooseBoxArrow
0x0808CD98	0x0808CDC3	thumb	VBlankCB_PokeStorage
0x0808CDC4	0x0808CDE1	thumb	CB2_PokeStorage
0x0808CDE4	0x0808CE5F	thumb	EnterPokeStorage
0x0808CE60	0x0808CEC7	thumb	CB2_ReturnToPokeStorage
0x0808CEC8	0x0808CF0D	thumb	ResetAllBgCoords
0x0808CF10	0x0808CF93	thumb	ResetForPokeStorage
0x0808CF94	0x0808CFC3	thumb	InitStartingPosData
0x0808CFC4	0x0808CFF7	thumb	SetMonIconTransparency
0x0808CFF8	0x0808D01F	thumb	SetPokeStorageTask
0x0808D020	0x0808D21F	thumb	Task_InitPokeStorage
0x0808D220	0x0808D26B	thumb	Task_ShowPokeStorage
0x0808D26C	0x0808D2BB	thumb	Task_ReshowPokeStorage
0x0808D2BC	0x0808D7BB	thumb	Task_PokeStorageMain
0x0808D7BC	0x0808D7FB	thumb	Task_ShowPartyPokemon
0x0808D7FC	0x0808D877	thumb	Task_HidePartyPokemon
0x0808D878	0x0808DB93	thumb	Task_OnSelectedMon
0x0808DB94	0x0808DBEF	thumb	Task_MoveMon
0x0808DBF0	0x0808DC4F	thumb	Task_PlaceMon
0x0808DC50	0x0808DC9B	thumb	Task_ShiftMon
0x0808DC9C	0x0808DD87	thumb	Task_WithdrawMon
0x0808DD88	0x0808DECB	thumb	Task_DepositMenu
0x0808DECC	0x0808E0BB	thumb	Task_ReleaseMon
0x0808E0BC	0x0808E13F	thumb	Task_ShowMarkMenu
0x0808E140	0x0808E1F3	thumb	Task_TakeItemForMoving
0x0808E1F4	0x0808E2AF	thumb	Task_GiveMovingItemToMon
0x0808E2B0	0x0808E3C7	thumb	Task_ItemToBag
0x0808E3C8	0x0808E4AF	thumb	Task_SwitchSelectedItem
0x0808E4B0	0x0808E563	thumb	Task_ShowItemInfo
0x0808E564	0x0808E687	thumb	Task_CloseBoxWhileHoldingItem
0x0808E688	0x0808E6CF	thumb	Task_HandleMovingMonFromParty
0x0808E6D0	0x0808E743	thumb	Task_PrintCantStoreMail
0x0808E744	0x0808E83B	thumb	Task_HandleBoxOptions
0x0808E83C	0x0808E99F	thumb	Task_HandleWallpapers
0x0808E9A0	0x0808EA8F	thumb	Task_JumpBox
0x0808EA90	0x0808EAEF	thumb	Task_NameBox
0x0808EAF0	0x0808EB4F	thumb	Task_ShowMonSummary
0x0808EB50	0x0808EBAF	thumb	Task_GiveItemFromBag
0x0808EBB0	0x0808ECE3	thumb	Task_OnCloseBoxPressed
0x0808ECE4	0x0808EE17	thumb	Task_OnBPressed
0x0808EE18	0x0808EF0B	thumb	Task_ChangeScreen
0x0808EF0C	0x0808EF65	thumb	GiveChosenBagItem
0x0808EF68	0x0808EF8B	thumb	FreePokeStorageData
0x0808EF8C	0x0808EFC7	thumb	SetScrollingBackground
0x0808EFC8	0x0808EFE1	thumb	ScrollBackground
0x0808EFE4	0x0808F043	thumb	LoadPokeStorageMenuGfx
0x0808F044	0x0808F065	thumb	InitPokeStorageWindows
0x0808F068	0x0808F077	thumb	LoadsMiscSpritePalette
0x0808F078	0x0808F0F3	thumb	InitPalettesAndSprites
0x0808F0F4	0x0808F163	thumb	CreateMarkingComboSprite
0x0808F164	0x0808F1CF	thumb	CreateWaveformSprites
0x0808F1D0	0x0808F1FF	thumb	RefreshDisplayMonData
0x0808F200	0x0808F257	thumb	StartDisplayMonMosaic
0x0808F258	0x0808F273	thumb	IsDisplayMonMosaicActive
0x0808F274	0x0808F2BB	thumb	SpriteCB_DisplayMonMosaic
0x0808F2BC	0x0808F3F7	thumb	CreateDisplayMonSprite
0x0808F3F8	0x0808F49B	thumb	LoadDisplayMonGfx
0x0808F49C	0x0808F5E5	thumb	PrintDisplayMonInfo
0x0808F5E8	0x0808F68B	thumb	UpdateWaveformAnimation
0x0808F68C	0x0808F75B	thumb	InitSupplementalTilemaps
0x0808F75C	0x0808F793	thumb	SetUpShowPartyMenu
0x0808F794	0x0808F80F	thumb	ShowPartyMenu
0x0808F810	0x0808F84F	thumb	SetUpHidePartyMenu
0x0808F850	0x0808F90B	thumb	HidePartyMenu
0x0808F90C	0x0808F945	thumb	UpdateCloseBoxButtonTilemap
0x0808F948	0x0808F973	thumb	StartFlashingCloseBoxButton
0x0808F974	0x0808F99B	thumb	StopFlashingCloseBoxButton
0x0808F99C	0x0808F9FB	thumb	UpdateCloseBoxButtonFlash
0x0808F9FC	0x0808FA2F	thumb	SetPartySlotTilemaps
0x0808FA30	0x0808FAA7	thumb	SetPartySlotTilemap
0x0808FAA8	0x0808FAD1	thumb	UpdatePartySlotColors
0x0808FAD4	0x0808FAF7	thumb	SetUpDoShowPartyMenu
0x0808FAF8	0x0808FB67	thumb	DoShowPartyMenu
0x0808FB68	0x0808FBA3	thumb	InitPokeStorageBg0
0x0808FBA4	0x0808FCE7	thumb	PrintStorageMessage
0x0808FCE8	0x0808FD1F	thumb	ShowYesNoWindow
0x0808FD20	0x0808FD33	thumb	ClearBottomWindow
0x0808FD34	0x0808FD59	thumb	AddWallpaperSetsMenu
0x0808FD5C	0x0808FDEF	thumb	AddWallpapersMenu
0x0808FDF0	0x0808FDFB	thumb	GetCurrentBoxOption
0x0808FDFC	0x0808FE53	thumb	InitCursorItemIcon
0x0808FE54	0x0808FF6F	thumb	SetPokeStorageQuestLogEvent
0x0808FF70	0x0808FFAB	thumb	UpdateBoxToSendMons
0x0808FFAC	0x08090057	thumb	InitMonIconFields
0x08090058	0x0809006D	thumb	GetMonIconPriorityByCursorArea
0x08090070	0x080900D3	thumb	CreateMovingMonIcon
0x080900D4	0x080901EB	thumb	InitBoxMonSprites
0x080901EC	0x0809029B	thumb	CreateBoxMonIconAtPos
0x0809029C	0x080902DF	thumb	StartBoxMonIconsScrollOut
0x080902E0	0x08090323	thumb	SpriteCB_BoxMonIconScrollIn
0x08090324	0x0809035B	thumb	SpriteCB_BoxMonIconScrollOut
0x0809035C	0x080903A3	thumb	DestroyAllIconsInColumn
0x080903A4	0x08090573	thumb	CreateBoxMonIconsInColumn
0x08090574	0x0809062B	thumb	InitBoxMonIconScroll
0x0809062C	0x08090793	thumb	UpdateBoxMonIconScroll
0x08090794	0x0809081B	thumb	SetBoxSpeciesAndPersonalities
0x0809081C	0x0809084F	thumb	DestroyBoxMonIconAtPosition
0x08090850	0x0809088B	thumb	SetBoxMonIconObjMode
0x0809088C	0x080909F3	thumb	CreatePartyMonsSprites
0x080909F4	0x08090A5F	thumb	CompactPartySprites
0x08090A60	0x08090A73	thumb	GetNumPartySpritesCompacting
0x08090A74	0x08090ADF	thumb	MovePartySpriteToNextSlot
0x08090AE0	0x08090B6B	thumb	SpriteCB_MovePartySpriteToNextSlot
0x08090B6C	0x08090B97	thumb	DestroyMovingMonIcon
0x08090B98	0x08090C0D	thumb	MovePartySprites
0x08090C10	0x08090C43	thumb	DestroyPartyMonIcon
0x08090C44	0x08090C83	thumb	DestroyAllPartyMonIcons
0x08090C84	0x08090CBF	thumb	SetPartyMonIconObjMode
0x08090CC0	0x08090D57	thumb	SetMovingMonSprite
0x08090D58	0x08090E07	thumb	SetPlacedMonSprite
0x08090E08	0x08090E73	thumb	SetShiftMonSpritePtr
0x08090E74	0x08090FC3	thumb	ShiftMons
0x08090FC4	0x08091083	thumb	DoReleaseMonAnim
0x08091084	0x080910C9	thumb	TryHideReleaseMonSprite
0x080910CC	0x08091113	thumb	DestroyReleaseMonIcon
0x08091114	0x0809114F	thumb	DoReleaseMonComeBackAnim
0x08091150	0x08091183	thumb	ResetReleaseMonSpritePtr
0x08091184	0x080911AF	thumb	SetMovingMonPriority
0x080911B0	0x080911D3	thumb	SpriteCB_HeldMon
0x080911D4	0x0809128F	thumb	TryLoadMonIconTiles
0x08091290	0x080912DF	thumb	RemoveSpeciesFromIconList
0x080912E0	0x080913C3	thumb	CreateMonIconSprite
0x080913C4	0x080913D9	thumb	DestroyBoxMonIcon
0x080913DC	0x0809140B	thumb	CreateInitBoxTask
0x0809140C	0x0809141F	thumb	IsInitBoxActive
0x08091420	0x08091513	thumb	Task_InitBox
0x08091514	0x080915FB	thumb	SetUpScrollToBox
0x080915FC	0x080916F3	thumb	ScrollToBox
0x080916F4	0x0809172D	thumb	DetermineBoxScrollDirection
0x08091730	0x0809175F	thumb	SetWallpaperForCurrentBox
0x08091760	0x0809184D	thumb	DoWallpaperGfxChange
0x08091850	0x0809196B	thumb	LoadWallpaperGfx
0x0809196C	0x08091983	thumb	WaitForWallpaperGfxLoad
0x08091984	0x08091A23	thumb	DrawWallpaper
0x08091A24	0x08091A93	thumb	TrimOldWallpaper
0x08091A94	0x08091C47	thumb	InitBoxTitle
0x08091C48	0x08091E33	thumb	CreateIncomingBoxTitle
0x08091E34	0x08091E83	thumb	CycleBoxTitleSprites
0x08091E84	0x08091EB7	thumb	SpriteCB_IncomingBoxTitle
0x08091EB8	0x08091EED	thumb	SpriteCB_OutgoingBoxTitle
0x08091EF0	0x08091F5F	thumb	CycleBoxTitleColor
0x08091F60	0x08091F7F	thumb	GetBoxTitleBaseX
0x08091F80	0x0809200B	thumb	CreateBoxScrollArrows
0x0809200C	0x080920AB	thumb	StartBoxScrollArrowsSlide
0x080920AC	0x080920FB	thumb	StopBoxScrollArrowsSlide
0x080920FC	0x08092163	thumb	AnimateBoxScrollArrows
0x08092164	0x0809223B	thumb	SpriteCB_BoxScrollArrow
0x0809223C	0x080922BF	thumb	CreateChooseBoxArrows
0x080922C0	0x0809233F	thumb	InitCursor
0x08092340	0x08092397	thumb	InitCursorOnReopen
0x08092398	0x08092455	thumb	GetCursorCoordsByPos
0x08092458	0x080924A5	thumb	GetSpeciesAtCursorPosition
0x080924A8	0x08092603	thumb	UpdateCursorPos
0x08092604	0x0809265F	thumb	InitNewCursorPos
0x08092660	0x080927E7	thumb	InitCursorMove
0x080927E8	0x080929AF	thumb	SetCursorPosition
0x080929B0	0x08092AE3	thumb	DoCursorNewPosUpdate
0x08092AE4	0x08092B3B	thumb	SetCursorInParty
0x08092B3C	0x08092B4D	thumb	SetCursorBoxPosition
0x08092B50	0x08092B5B	thumb	ClearSavedCursorPos
0x08092B5C	0x08092B6F	thumb	SaveCursorPos
0x08092B70	0x08092B7B	thumb	GetSavedCursorPos
0x08092B7C	0x08092BAB	thumb	InitMonPlaceChange
0x08092BAC	0x08092BF7	thumb	InitMultiMonPlaceChange
0x08092BF8	0x08092C17	thumb	DoMonPlaceChange
0x08092C18	0x08092CA3	thumb	MonPlaceChange_Grab
0x08092CA4	0x08092D1F	thumb	MonPlaceChange_Place
0x08092D20	0x08092DFF	thumb	MonPlaceChange_Shift
0x08092E00	0x08092E0D	thumb	MonPlaceChange_DoMoveCursorDown
0x08092E10	0x08092E1D	thumb	MonPlaceChange_DoMoveCursorUp
0x08092E20	0x08092E51	thumb	MonPlaceChange_MoveCursorDown
0x08092E54	0x08092E7D	thumb	MonPlaceChange_MoveCursorUp
0x08092E80	0x08092EF3	thumb	MoveMon
0x08092EF4	0x08092F53	thumb	PlaceMon
0x08092F54	0x08092F5D	thumb	DoTrySetDisplayMonData
0x08092F60	0x08092FD3	thumb	SetMovedMonData
0x08092FD4	0x0809302F	thumb	SetPlacedMonData
0x08093030	0x08093057	thumb	PurgeMonOrBoxMon
0x08093058	0x080930E3	thumb	SetShiftedMonData
0x080930E4	0x08093173	thumb	TryStorePartyMonInBox
0x08093174	0x08093193	thumb	ResetSelectionAfterDeposit
0x08093194	0x080931EB	thumb	InitReleaseMon
0x080931EC	0x08093217	thumb	TryHideReleaseMon
0x08093218	0x08093263	thumb	ReleaseMon
0x08093264	0x0809328B	thumb	TrySetCursorFistAnim
0x0809328C	0x0809341F	thumb	InitCanReleaseMonVars
0x08093420	0x0809362F	thumb	RunCanReleaseMon
0x08093630	0x0809365F	thumb	SaveMovingMon
0x08093660	0x080936B7	thumb	LoadSavedMovingMon
0x080936B8	0x080937B3	thumb	InitSummaryScreenData
0x080937B4	0x080937DB	thumb	SetSelectionAfterSummaryScreen
0x080937DC	0x08093877	thumb	CompactPartySlots
0x08093878	0x080938FF	thumb	SetMonMarkings
0x08093900	0x08093939	thumb	CanMovePartyMon
0x0809393C	0x0809399D	thumb	CanShiftMon
0x080939A0	0x080939AB	thumb	IsMonBeingMoved
0x080939AC	0x080939C7	thumb	IsCursorOnBoxTitle
0x080939C8	0x080939F3	thumb	IsCursorOnCloseBox
0x080939F4	0x08093A0F	thumb	IsCursorInBox
0x08093A10	0x08093AAB	thumb	TrySetDisplayMonData
0x08093AAC	0x08093ACF	thumb	ReshowDisplayMon
0x08093AD0	0x08093F97	thumb	SetDisplayMonData
0x08093F98	0x08093FD1	thumb	HandleInput_InBox
0x08093FD4	0x0809423F	thumb	HandleInput_InBox_Normal
0x08094240	0x08094377	thumb	HandleInput_InBox_GrabbingMultiple
0x08094378	0x08094489	thumb	HandleInput_InBox_MovingMultiple
0x0809448C	0x080946AB	thumb	HandleInput_InParty
0x080946AC	0x0809479F	thumb	HandleInput_BoxTitle
0x080947A0	0x080948B3	thumb	HandleInput_OnButtons
0x080948B4	0x080948FF	thumb	HandleInput
0x08094900	0x08094921	thumb	AddBoxMenu
0x08094924	0x0809494B	thumb	SetSelectionMenuTexts
0x0809494C	0x08094A09	thumb	SetMenuTextsForMon
0x08094A0C	0x08094AB5	thumb	SetMenuTextsForItem
0x08094AB8	0x08094AD7	thumb	SpriteCB_CursorShadow
0x08094AD8	0x08094C83	thumb	CreateCursorSprites
0x08094C84	0x08094CC7	thumb	ToggleCursorMultiMoveMode
0x08094CC8	0x08094CD3	thumb	GetBoxCursorPosition
0x08094CD4	0x08094D13	thumb	GetCursorBoxColumnAndRow
0x08094D14	0x08094D33	thumb	StartCursorAnim
0x08094D34	0x08094D3F	thumb	GetMovingMonOriginalBoxId
0x08094D40	0x08094D5F	thumb	SetCursorPriorityTo1
0x08094D60	0x08094D83	thumb	TryHideItemAtCursor
0x08094D84	0x08094DA7	thumb	TryShowItemAtCursor
0x08094DA8	0x08094DEB	thumb	InitMenu
0x08094DEC	0x08094E4F	thumb	SetMenuText
0x08094E50	0x08094E87	thumb	GetMenuItemTextId
0x08094E88	0x08094F8F	thumb	AddMenu
0x08094F90	0x08094F93	thumb	IsMenuLoading
0x08094F94	0x08095023	thumb	HandleMenuInput
0x08095024	0x0809504F	thumb	RemoveMenu
0x08095050	0x080950A3	thumb	MultiMove_Init
0x080950A4	0x080950BB	thumb	MultiMove_Free
0x080950BC	0x080950CF	thumb	MultiMove_SetFunction
0x080950D0	0x08095135	thumb	MultiMove_RunFunction
0x08095138	0x08095231	thumb	MultiMove_Function_Start
0x08095234	0x0809529F	thumb	MultiMove_Function_Single
0x080952A0	0x08095311	thumb	MultiMove_Function_ChangeSelection
0x08095314	0x08095393	thumb	MultiMove_Function_GrabSelection
0x08095394	0x080953BB	thumb	MultiMove_Function_MoveMons
0x080953BC	0x08095471	thumb	MultiMove_Function_PlaceMons
0x08095474	0x0809551D	thumb	MultiMove_TryMoveGroup
0x08095520	0x080955C3	thumb	MultiMove_UpdateSelectedIcons
0x080955C4	0x080955F9	thumb	MultiMove_SelectColumn
0x080955FC	0x08095631	thumb	MultiMove_SelectRow
0x08095634	0x08095669	thumb	MultiMove_DeselectColumn
0x0809566C	0x080956A1	thumb	MultiMove_DeselectRow
0x080956A4	0x0809572B	thumb	MultiMove_SetIconToBg
0x0809572C	0x0809577F	thumb	MultiMove_ClearIconFromBg
0x08095780	0x0809578F	thumb	MultiMove_InitBg
0x08095790	0x080957C7	thumb	MultiMove_UpdateBg
0x080957C8	0x0809589F	thumb	MultiMove_GetMonsFromSelection
0x080958A0	0x08095917	thumb	MultiMove_RemoveMonsFromBox
0x08095918	0x080959A7	thumb	MultiMove_CreatePlacedMonIcons
0x080959A8	0x08095A57	thumb	MultiMove_SetPlacedMonData
0x08095A58	0x08095A9F	thumb	MultiMove_ResetBg
0x08095AA0	0x08095ABB	thumb	MultiMove_GetOriginPosition
0x08095ABC	0x08095B5B	thumb	MultiMove_CanPlaceSelection
0x08095B5C	0x08095C83	thumb	CreateItemIconSprites
0x08095C84	0x08095D43	thumb	TryLoadItemIconAtPos
0x08095D44	0x08095D83	thumb	TryHideItemIconAtPos
0x08095D84	0x08095E2B	thumb	Item_FromMonToMoving
0x08095E2C	0x08095E9F	thumb	InitItemIconInCursor
0x08095EA0	0x08095F73	thumb	Item_SwitchMonsWithMoving
0x08095F74	0x08096007	thumb	Item_GiveMovingToMon
0x08096008	0x08096087	thumb	Item_TakeMons
0x08096088	0x080960BF	thumb	MoveItemFromCursorToBag
0x080960C0	0x0809610B	thumb	MoveHeldItemWithPartyMenu
0x0809610C	0x08096169	thumb	IsItemIconAnimActive
0x0809616C	0x080961A5	thumb	IsActiveItemMoving
0x080961A8	0x080961C3	thumb	GetMovingItemName
0x080961C4	0x080961D7	thumb	GetMovingItem
0x080961D8	0x0809620D	thumb	GetNewItemIconIdx
0x08096210	0x08096257	thumb	IsItemIconAtPosition
0x08096258	0x080962A5	thumb	GetItemIconIdxByPosition
0x080962A8	0x080962ED	thumb	GetItemIconIdxBySprite
0x080962F0	0x08096407	thumb	SetItemIconPosition
0x08096408	0x080964B7	thumb	LoadItemIconGfx
0x080964B8	0x080964E7	thumb	SetItemIconAffineAnim
0x080964E8	0x08096623	thumb	SetItemIconCallback
0x08096624	0x08096673	thumb	SetItemIconActive
0x08096674	0x08096683	thumb	GetItemIconPic
0x08096684	0x08096693	thumb	GetItemIconPalette
0x08096694	0x080966F3	thumb	PrintItemDescription
0x080966F4	0x08096727	thumb	InitItemInfoWindow
0x08096728	0x080967BF	thumb	UpdateItemInfoWindowSlideIn
0x080967C0	0x08096897	thumb	UpdateItemInfoWindowSlideOut
0x08096898	0x0809692B	thumb	DrawItemInfoWindow
0x0809692C	0x08096957	thumb	SpriteCB_ItemIcon_WaitAnim
0x08096958	0x080969BB	thumb	SpriteCB_ItemIcon_ToHand
0x080969BC	0x080969F3	thumb	SpriteCB_ItemIcon_SetPosToCursor
0x080969F4	0x08096A73	thumb	SpriteCB_ItemIcon_ToMon
0x08096A74	0x08096B0F	thumb	SpriteCB_ItemIcon_SwapToHand
0x08096B10	0x08096BAB	thumb	SpriteCB_ItemIcon_SwapToMon
0x08096BAC	0x08096BE3	thumb	SpriteCB_ItemIcon_HideParty
0x08096BE4	0x08096BF7	thumb	UnkUtil_Init
0x08096BF8	0x08096C3F	thumb	UnkUtil_Run
0x08096C40	0x08096CD9	thumb	UnkUtil_CpuAdd
0x08096CDC	0x08096D11	thumb	UnkUtil_CpuRun
0x08096D14	0x08096D6F	thumb	UnkUtil_DmaAdd
0x08096D70	0x08096E17	thumb	UnkUtil_DmaRun
0x08096E18	0x08096ECB	thumb	CreateMonIcon
0x08096ECC	0x08096F5B	thumb	CreateMonIcon_HandleDeoxys
0x08096F5C	0x08096F97	thumb	GetIconSpecies
0x08096F98	0x08096FD3	thumb	GetUnownLetterByPersonality
0x08096FD4	0x08097027	thumb	MailSpeciesToIconSpecies
0x08097028	0x08097053	thumb	GetMonIconTiles
0x08097054	0x0809706F	thumb	GetMonIconPtr
0x08097070	0x08097079	thumb	DestroyMonIcon
0x0809707C	0x0809709F	thumb	LoadMonIconPalettes
0x080970A0	0x080970DF	thumb	SafeLoadMonIconPalette
0x080970E0	0x08097113	thumb	LoadMonIconPalette
0x08097114	0x08097137	thumb	FreeMonIconPalettes
0x08097138	0x08097167	thumb	SafeFreeMonIconPalette
0x08097168	0x0809718B	thumb	FreeMonIconPalette
0x0809718C	0x08097195	thumb	SpriteCB_MonIcon
0x08097198	0x080971CB	thumb	LoadMonIconPalettesAt
0x080971CC	0x080971F7	thumb	GetValidMonIconPalettePtr
0x080971F8	0x08097217	thumb	GetValidMonIconPalIndex
0x08097218	0x08097227	thumb	GetMonIconPaletteIndexFromSpecies
0x08097228	0x080972FD	thumb	UpdateMonIconFrame
0x08097300	0x080973D7	thumb	CreateMonIconSprite
0x080973D8	0x08097413	thumb	DestroyMonIconInternal
0x08097414	0x08097431	thumb	SetPartyHPBarSprite
0x08097434	0x0809748B	thumb	ScriptMovement_StartObjectMovementScript
0x0809748C	0x080974D7	thumb	ScriptMovement_IsObjectMovementFinished
0x080974D8	0x080974F7	thumb	ScriptMovement_UnfreezeObjectEvents
0x080974F8	0x0809753F	thumb	ScriptMovement_StartMoveObjects
0x08097540	0x08097553	thumb	GetMoveObjectsTaskId
0x08097554	0x080975BD	thumb	ScriptMovement_TryAddNewMovement
0x080975C0	0x080975F9	thumb	GetMovementScriptIdFromObjectEventId
0x080975FC	0x0809762F	thumb	LoadObjectEventIdPtrFromMovementScript
0x08097630	0x08097653	thumb	SetObjectEventIdAtMovementScript
0x08097654	0x08097675	thumb	LoadObjectEventIdFromMovementScript
0x08097678	0x080976A7	thumb	ClearMovementScriptFinished
0x080976A8	0x080976CF	thumb	SetMovementScriptFinished
0x080976D0	0x08097705	thumb	IsMovementScriptFinished
0x08097708	0x08097717	thumb	SetMovementScript
0x08097718	0x08097727	thumb	GetMovementScript
0x08097728	0x08097765	thumb	ScriptMovement_AddNewMovement
0x08097768	0x080977AB	thumb	ScriptMovement_UnfreezeActiveObjects
0x080977AC	0x080977ED	thumb	ScriptMovement_MoveObjects
0x080977F0	0x08097873	thumb	ScriptMovement_TakeStep
0x08097874	0x08097895	thumb	MetatileAtCoordsIsGrassTile
0x08097898	0x08097983	thumb	SetUpFieldMove_Cut
0x08097984	0x0809799F	thumb	FieldCallback_CutGrass
0x080979A0	0x080979CF	thumb	FldEff_UseCutOnGrass
0x080979D0	0x080979EF	thumb	FieldCallback_CutTree
0x080979F0	0x08097A1F	thumb	FldEff_UseCutOnTree
0x08097A20	0x08097A45	thumb	FieldMoveCallback_CutGrass
0x08097A48	0x08097B4F	thumb	FldEff_CutGrass
0x08097B50	0x08097BA5	thumb	SetCutGrassMetatileAt
0x08097BA8	0x08097BBB	thumb	SpriteCallback_CutGrass_Init
0x08097BBC	0x08097C17	thumb	SpriteCallback_CutGrass_Run
0x08097C18	0x08097C6B	thumb	SpriteCallback_CutGrass_Cleanup
0x08097C6C	0x08097C81	thumb	FieldMoveCallback_CutTree
0x08097C84	0x08097CB3	thumb	ClearMailData
0x08097CB4	0x08097D07	thumb	ClearMailStruct
0x08097D08	0x08097D37	thumb	MonHasMail
0x08097D38	0x08097EFD	thumb	GiveMailToMon
0x08097F00	0x08097F1F	thumb	SpeciesToMailSpecies
0x08097F20	0x08097F41	thumb	MailSpeciesToSpecies
0x08097F44	0x08097FB1	thumb	GiveMailToMon2
0x08097FB4	0x08097FB7	thumb	DummyMailFunc
0x08097FB8	0x08098017	thumb	TakeMailFromMon
0x08098018	0x0809803B	thumb	ClearMailItemId
0x0809803C	0x080980F5	thumb	TakeMailFromMon2
0x080980F8	0x0809810F	thumb	ItemIsMail
0x08098110	0x080981AB	thumb	ShowMapNamePopup
0x080981AC	0x080982EB	thumb	Task_MapNamePopup
0x080982EC	0x0809831F	thumb	DismissMapNamePopup
0x08098320	0x0809833F	thumb	IsMapNamePopupTaskActive
0x08098340	0x080983FF	thumb	MapNamePopupCreateWindow
0x08098400	0x0809847B	thumb	MapNamePopupPrintMapNameOnWindow
0x0809847C	0x080984D5	thumb	MapNamePopupAppendFloorNum
0x080984D8	0x080984FB	thumb	ResetItemMenuIconState
0x080984FC	0x08098527	thumb	CreateBagSprite
0x08098528	0x0809855F	thumb	SetBagVisualPocketId
0x08098560	0x0809857F	thumb	SpriteCB_BagVisualSwitchingPockets
0x08098580	0x080985BB	thumb	ShakeBagSprite
0x080985BC	0x080985E3	thumb	SpriteCB_ShakeBagSprite
0x080985E4	0x0809865F	thumb	CreateSwapLine
0x08098660	0x080986A7	thumb	SetSwapLineInvisibility
0x080986A8	0x080986EB	thumb	UpdateSwapLinePos
0x080986EC	0x08098729	thumb	TryAllocItemIconTilesBuffers
0x0809872C	0x08098755	thumb	CopyItemIconPicTo4x4Buffer
0x08098758	0x08098819	thumb	AddItemIconObject
0x0809881C	0x080988E5	thumb	AddItemIconObjectWithCustomObjectTemplate
0x080988E8	0x0809893F	thumb	CreateItemMenuIcon
0x08098940	0x08098973	thumb	DestroyItemMenuIcon
0x08098974	0x0809899F	thumb	GetItemIconGfxPtr
0x080989A0	0x080989F7	thumb	CreateBerryPouchItemIcon
0x080989F8	0x08098A6B	thumb	AnimTask_ShakeMon
0x08098A6C	0x08098B1B	thumb	AnimTask_ShakeMon_Step
0x08098B1C	0x08098C07	thumb	AnimTask_ShakeMon2
0x08098C08	0x08098CCD	thumb	AnimTask_ShakeMon2Step
0x08098CD0	0x08098D53	thumb	AnimTask_ShakeMonInPlace
0x08098D54	0x08098E8D	thumb	AnimTask_ShakeMonInPlace_Step
0x08098E90	0x08098EEF	thumb	AnimTask_ShakeAndSinkMon
0x08098EF0	0x08098F83	thumb	AnimTask_ShakeAndSinkMon_Step
0x08098F84	0x08099003	thumb	AnimTask_TranslateMonElliptical
0x08099004	0x0809907B	thumb	AnimTask_TranslateMonElliptical_Step
0x0809907C	0x080990AB	thumb	AnimTask_TranslateMonEllipticalRespectSide
0x080990AC	0x0809911F	thumb	DoHorizontalLunge
0x08099120	0x08099143	thumb	ReverseHorizontalLungeDirection
0x08099144	0x0809918F	thumb	DoVerticalDip
0x08099190	0x080991B3	thumb	ReverseVerticalDipDirection
0x080991B4	0x0809926F	thumb	SlideMonToOriginalPos
