# addr	mode	name  (STT_FUNC from a byte-matching decomp ELF; blank name = let the finder synthesise one)
0x080C3B28	thumb	GetPlayerPositionOnRegionMap
0x080C3D40	thumb	GetPlayerPositionOnRegionMap_HandleOverrides
0x080C4164	thumb	GetSelectedMapSection
0x080C41D8	thumb	CreatePlayerIcon
0x080C4244	thumb	CreatePlayerIconSprite
0x080C4324	thumb	SetPlayerIconInvisibility
0x080C4348	thumb	FreePlayerIcon
0x080C4380	thumb	GetPlayerIconX
0x080C438C	thumb	GetPlayerIconY
0x080C4398	thumb	InitMapIcons
0x080C440C	thumb	LoadMapIcons
0x080C44E4	thumb	FinishMapIconLoad
0x080C450C	thumb	CreateFlyIconSprite
0x080C4614	thumb	CreateDungeonIconSprite
0x080C4750	thumb	CreateFlyIcons
0x080C47F0	thumb	CreateDungeonIcons
0x080C48BC	thumb	SetFlyIconInvisibility
0x080C4960	thumb	SetDungeonIconInvisibility
0x080C4A04	thumb	FreeMapIcons
0x080C4AAC	thumb	SaveRegionMapGpuRegs
0x080C4B30	thumb	SetRegionMapGpuRegs
0x080C4BB8	thumb	FreeRegionMapGpuRegs
0x080C4BE4	thumb	ResetGpuRegs
0x080C4C2C	thumb	SetBldCnt
0x080C4C48	thumb	SetBldY
0x080C4C5C	thumb	SetBldAlpha
0x080C4C74	thumb	SetWinIn
0x080C4C88	thumb	SetWinOut
0x080C4C9C	thumb	SetDispCnt
0x080C4CF0	thumb	SetGpuWindowDims
0x080C4D30	thumb	FreeAndResetGpuRegs
0x080C4D40	thumb	IsCeladonDeptStoreMapsec
0x080C4D78	thumb	GetMapName
0x080C4DF8	thumb	GetMapNameGeneric
0x080C4E08	thumb	GetMapNameGeneric_
0x080C4E18	thumb	PrintTopBarTextLeft
0x080C4E74	thumb	PrintTopBarTextRight
0x080C4ED0	thumb	ClearOrDrawTopBar
0x080C4EF8	thumb	CB2_OpenFlyMap
0x080C4F08	thumb	Task_FlyMap
0x080C51E8	thumb	InitFlyMap
0x080C5208	thumb	FreeFlyMap
0x080C527C	thumb	SetFlyWarpDestination
0x080C52D0	thumb	ApplyImageProcessingEffects
0x080C545C	thumb	ApplyImageEffect_RedChannelGrayscale
0x080C5514	thumb	ApplyImageEffect_RedChannelGrayscaleHighlight
0x080C55D4	thumb	ApplyImageEffect_Pointillism
0x080C55F4	thumb	ApplyImageEffect_Grayscale
0x080C568C	thumb	ApplyImageEffect_Blur
0x080C5748	thumb	ApplyImageEffect_PersonalityColor
0x080C57EC	thumb	ApplyImageEffect_BlackAndWhite
0x080C5884	thumb	ApplyImageEffect_BlackOutline
0x080C59D4	thumb	ApplyImageEffect_Invert
0x080C5A6C	thumb	ApplyImageEffect_Shimmer
0x080C5B9C	thumb	ApplyImageEffect_BlurRight
0x080C5C44	thumb	ApplyImageEffect_BlurDown
0x080C5CF8	thumb	AddPointillismPoints
0x080C5ECC	thumb	ConvertColorToGrayscale
0x080C5F00	thumb	QuantizePixel_PersonalityColor
0x080C5F3C	thumb	GetColorFromPersonality
0x080C600C	thumb	QuantizePixel_BlackAndWhite
0x080C603C	thumb	QuantizePixel_BlackOutline
0x080C606C	thumb	QuantizePixel_Invert
0x080C6098	thumb	QuantizePixel_MotionBlur
0x080C61BC	thumb	QuantizePixel_Blur
0x080C62DC	thumb	QuantizePixel_BlurHard
0x080C63FC	thumb	ConvertImageProcessingToGBA
0x080C6548	thumb	ApplyImageProcessingQuantization
0x080C6614	thumb	SetPresetPalette_PrimaryColors
0x080C66BC	thumb	SetPresetPalette_BlackAndWhite
0x080C66D8	thumb	SetPresetPalette_GrayscaleSmall
0x080C6714	thumb	SetPresetPalette_Grayscale
0x080C6748	thumb	QuantizePalette_Standard
0x080C68A0	thumb	QuantizePalette_BlackAndWhite
0x080C6958	thumb	QuantizePalette_GrayscaleSmall
0x080C6A08	thumb	QuantizePalette_Grayscale
0x080C6AB8	thumb	QuantizePalette_PrimaryColors
0x080C6B68	thumb	QuantizePixel_Standard
0x080C6BDC	thumb	QuantizePixel_PrimaryColors
0x080C6CAC	thumb	QuantizePixel_GrayscaleSmall
0x080C6CE0	thumb	QuantizePixel_Grayscale
0x080C6D0C	thumb	BattleAI_HandleItemUseBeforeAISetup
0x080C6DA0	thumb	BattleAI_SetupAIData
0x080C6F44	thumb	BattleAI_ChooseMoveOrAction
0x080C7038	thumb	BattleAI_DoAIProcessing
0x080C7164	thumb	RecordLastUsedMoveByTarget
0x080C71A8	thumb	ClearBattlerMoveHistory
0x080C71D0	thumb	RecordAbilityBattle
0x080C7208	thumb	RecordItemEffectBattle
0x080C7240	thumb	Cmd_if_random_less_than
0x080C7280	thumb	Cmd_if_random_greater_than
0x080C72C0	thumb	Cmd_if_random_equal
0x080C7300	thumb	Cmd_if_random_not_equal
0x080C7340	thumb	Cmd_score
0x080C7384	thumb	Cmd_if_hp_less_than
0x080C73EC	thumb	Cmd_if_hp_more_than
0x080C7454	thumb	Cmd_if_hp_equal
0x080C74BC	thumb	Cmd_if_hp_not_equal
0x080C7524	thumb	Cmd_if_status
0x080C7598	thumb	Cmd_if_not_status
0x080C760C	thumb	Cmd_if_status2
0x080C7680	thumb	Cmd_if_not_status2
0x080C76F4	thumb	Cmd_if_status3
0x080C7764	thumb	Cmd_if_not_status3
0x080C77D4	thumb	Cmd_if_side_affecting
0x080C7850	thumb	Cmd_if_not_side_affecting
0x080C78CC	thumb	Cmd_if_less_than
0x080C7908	thumb	Cmd_if_more_than
0x080C7944	thumb	Cmd_if_equal
0x080C7980	thumb	Cmd_if_not_equal
0x080C79BC	thumb	Cmd_if_less_than_ptr
0x080C7A10	thumb	Cmd_if_more_than_ptr
0x080C7A64	thumb	Cmd_if_equal_ptr
0x080C7AB8	thumb	Cmd_if_not_equal_ptr
0x080C7B0C	thumb	Cmd_if_move
0x080C7B50	thumb	Cmd_if_not_move
0x080C7B94	thumb	Cmd_if_in_bytes
0x080C7BFC	thumb	Cmd_if_not_in_bytes
0x080C7C68	thumb	Cmd_if_in_hwords
0x080C7CD4	thumb	Cmd_if_not_in_hwords
0x080C7D44	thumb	Cmd_if_user_has_attacking_move
0x080C7DB4	thumb	Cmd_if_user_has_no_attacking_moves
0x080C7E24	thumb	Cmd_get_turn_count
0x080C7E48	thumb	Cmd_get_type
0x080C7F38	thumb	Cmd_get_considered_move_power
0x080C7F64	thumb	Cmd_get_how_powerful_move_is
0x080C8168	thumb	Cmd_get_last_used_battler_move
0x080C81C0	thumb	Cmd_if_equal_
0x080C81FC	thumb	Cmd_if_not_equal_
0x080C8238	thumb	Cmd_if_would_go_first
0x080C8284	thumb	Cmd_if_would_not_go_first
0x080C82D0	thumb	Cmd_nullsub_2A
0x080C82D4	thumb	Cmd_nullsub_2B
0x080C82D8	thumb	Cmd_count_alive_pokemon
0x080C83D4	thumb	Cmd_get_considered_move
0x080C83F0	thumb	Cmd_get_considered_move_effect
0x080C841C	thumb	Cmd_get_ability
0x080C8534	thumb	Cmd_get_highest_type_effectiveness
0x080C8620	thumb	Cmd_if_type_effectiveness
0x080C86F0	thumb	Cmd_nullsub_32
0x080C86F4	thumb	Cmd_nullsub_33
0x080C86F8	thumb	Cmd_if_status_in_party
0x080C87BC	thumb	Cmd_if_status_not_in_party
0x080C8880	thumb	Cmd_get_weather
0x080C88EC	thumb	Cmd_if_effect
0x080C8938	thumb	Cmd_if_not_effect
0x080C8984	thumb	Cmd_if_stat_level_less_than
0x080C89EC	thumb	Cmd_if_stat_level_more_than
0x080C8A54	thumb	Cmd_if_stat_level_equal
0x080C8ABC	thumb	Cmd_if_stat_level_not_equal
0x080C8B24	thumb	Cmd_if_can_faint
0x080C8C20	thumb	Cmd_if_cant_faint
0x080C8D04	thumb	Cmd_if_has_move
0x080C8DE0	thumb	Cmd_if_doesnt_have_move
0x080C8EBC	thumb	Cmd_if_has_move_with_effect
0x080C8FB0	thumb	Cmd_if_doesnt_have_move_with_effect
0x080C9088	thumb	Cmd_if_any_move_disabled_or_encored
0x080C9110	thumb	Cmd_if_curr_move_disabled_or_encored
0x080C91A0	thumb	Cmd_flee
0x080C91B4	thumb	Cmd_if_random_safari_flee
0x080C9250	thumb	Cmd_watch
0x080C9264	thumb	Cmd_get_hold_effect
0x080C92E4	thumb	Cmd_get_gender
0x080C933C	thumb	Cmd_is_first_turn_for
0x080C9388	thumb	Cmd_get_stockpile_count
0x080C93D4	thumb	Cmd_is_double_battle
0x080C93FC	thumb	Cmd_get_used_held_item
0x080C9448	thumb	Cmd_get_move_type_from_result
0x080C9474	thumb	Cmd_get_move_power_from_result
0x080C94A0	thumb	Cmd_get_move_effect_from_result
0x080C94CC	thumb	Cmd_get_protect_count
0x080C9518	thumb	Cmd_nullsub_52
0x080C951C	thumb	Cmd_nullsub_53
0x080C9520	thumb	Cmd_nullsub_54
0x080C9524	thumb	Cmd_nullsub_55
0x080C9528	thumb	Cmd_nullsub_56
0x080C952C	thumb	Cmd_nullsub_57
0x080C9530	thumb	Cmd_call
0x080C9560	thumb	Cmd_goto
0x080C9580	thumb	Cmd_end
0x080C95A4	thumb	Cmd_if_level_compare
0x080C967C	thumb	Cmd_if_target_taunted
0x080C96CC	thumb	Cmd_if_target_not_taunted
0x080C971C	thumb	AIStackPushVar
0x080C9740	thumb	AIStackPushVar_cursor
0x080C9768	thumb	AIStackPop
0x080C97A8	thumb	CheckObjectGraphicsInFrontOfPlayer
0x080C97FC	thumb	CreateFieldEffectShowMon
0x080C9820	thumb	Task_FieldEffectShowMon_Init
0x080C98B0	thumb	Task_FieldEffectShowMon_WaitPlayerAnim
0x080C98FC	thumb	Task_FieldEffectShowMon_WaitFldeff
0x080C99A0	thumb	Task_FieldEffectShowMon_Cleanup
0x080C99D8	thumb	SetUpFieldMove_RockSmash
0x080C9A10	thumb	FieldCallback_UseRockSmash
0x080C9A30	thumb	FldEff_UseRockSmash
0x080C9A60	thumb	StartRockSmashFieldEffect
0x080C9A78	thumb	SetUpFieldMove_Dig
0x080C9AAC	thumb	FieldCallback_Dig
0x080C9ACC	thumb	FldEff_UseDig
0x080C9AFC	thumb	StartDigFieldEffect
0x080C9B2C	thumb	SetUpFieldMove_Flash
0x080C9B74	thumb	FieldCallback_Flash
0x080C9BB0	thumb	FldEff_UseFlash
0x080C9BD0	thumb	CB2_ChangeMapMain
0x080C9BE8	thumb	VBC_ChangeMapVBlank
0x080C9BFC	thumb	CB2_DoChangeMap
0x080C9CE8	thumb	TryDoMapTransition
0x080C9D7C	thumb	MapTransitionIsEnter
0x080C9DCC	thumb	MapTransitionIsExit
0x080C9E1C	thumb	FlashTransition_Exit
0x080C9E30	thumb	Task_FlashTransition_Exit_0
0x080C9E4C	thumb	Task_FlashTransition_Exit_1
0x080C9EF0	thumb	Task_FlashTransition_Exit_2
0x080C9F38	thumb	Task_FlashTransition_Exit_3
0x080C9FA0	thumb	Task_FlashTransition_Exit_4
0x080C9FD4	thumb	FlashTransition_Enter
0x080C9FE8	thumb	Task_FlashTransition_Enter_0
0x080CA004	thumb	Task_FlashTransition_Enter_1
0x080CA0A4	thumb	Task_FlashTransition_Enter_2
0x080CA108	thumb	Task_FlashTransition_Enter_3
0x080CA160	thumb	RunMapPreviewScreen
0x080CA190	thumb	Task_MapPreviewScreen_0
0x080CA2E4	thumb	EnterHallOfFame
0x080CA3C4	thumb	SetCB2WhiteOut
0x080CA3D8	thumb	GetPokedexCount
0x080CA424	thumb	GetProfOaksRatingMessageByCount
0x080CA524	thumb	GetProfOaksRatingMessage
0x080CA53C	thumb	Task_WaitFadeAndSetCallback
0x080CA574	thumb	HallOfFamePCBeginFade
0x080CA5A0	thumb	ReturnFromHallOfFamePC
0x080CA5C0	thumb	ReshowPCMenuAfterHallOfFamePC
0x080CA5F8	thumb	Task_WaitForPaletteFade
0x080CA618	thumb	ShowDiploma
0x080CA630	thumb	ForcePlayerOntoBike
0x080CA660	thumb	ResetCyclingRoadChallengeData
0x080CA664	thumb	GetPlayerAvatarBike
0x080CA68C	thumb	ShowFieldMessageStringVar4
0x080CA69C	thumb	GetPlayerXY
0x080CA6BC	thumb	GetPlayerTrainerIdOnesDigit
0x080CA6DC	thumb	BufferBigGuyOrBigGirlString
0x080CA714	thumb	BufferSonOrDaughterString
0x080CA74C	thumb	GetBattleOutcome
0x080CA758	thumb	SetHiddenItemFlag
0x080CA76C	thumb	GetLeadMonFriendship
0x080CA7EC	thumb	ShowTownMap
0x080CA804	thumb	PlayerHasGrassPokemonInParty
0x080CA86C	thumb	AnimatePcTurnOn
0x080CA8A8	thumb	Task_AnimatePcTurnOn
0x080CA8F8	thumb	PcTurnOnUpdateMetatileId
0x080CA9A8	thumb	AnimatePcTurnOff
0x080CAA34	thumb	SpawnCameraObject
0x080CAA88	thumb	RemoveCameraObject
0x080CAAAC	thumb	BufferEReaderTrainerName
0x080CAABC	thumb	GetRandomSlotMachineId
0x080CAAE0	thumb	LeadMonHasEffortRibbon
0x080CAB08	thumb	GiveLeadMonEffortRibbon
0x080CAB44	thumb	AreLeadMonEVsMaxedOut
0x080CAB78	thumb	IsStarterFirstStageInParty
0x080CABD0	thumb	IsThereRoomInAnyBoxForMorePokemon
0x080CAC08	thumb	IsPokerusInParty
0x080CAC28	thumb	ShakeScreen
0x080CAC84	thumb	Task_ShakeScreen
0x080CACE8	thumb	Task_EndScreenShake
0x080CACFC	thumb	GetLeadMonIndex
0x080CAD54	thumb	GetPartyMonSpecies
0x080CAD7C	thumb	IsMonOTNameNotPlayers
0x080CADC0	thumb	NullFieldSpecial
0x080CADC4	thumb	DoPicboxCancel
0x080CADEC	thumb	SetVermilionTrashCans
0x080CB054	thumb	IncrementResortGorgeousStepCounter
0x080CB0A8	thumb	SampleResortGorgeousMonAndReward
0x080CB124	thumb	SampleResortGorgeousMon
0x080CB198	thumb	SampleResortGorgeousReward
0x080CB1D8	thumb	CheckAddCoins
0x080CB204	thumb	GetElevatorFloor
0x080CB328	thumb	InitElevatorFloorSelectMenuPos
0x080CB498	thumb	AnimateElevator
0x080CB514	thumb	Task_ElevatorShake
0x080CB580	thumb	DrawElevatorCurrentFloorWindow
0x080CB63C	thumb	CloseElevatorCurrentFloorWindow
0x080CB658	thumb	AnimateElevatorWindowView
0x080CB6AC	thumb	Task_AnimateElevatorWindowView
0x080CB7C4	thumb	ListMenu
0x080CB904	thumb	Task_CreateScriptListMenu
0x080CBA7C	thumb	CreateScriptListMenu
0x080CBADC	thumb	ScriptListMenuMoveCursorFunction
0x080CBB28	thumb	Task_ListMenuHandleInput
0x080CBBAC	thumb	Task_DestroyListMenu
0x080CBC2C	thumb	Task_SuspendListMenu
0x080CBC5C	thumb	ReturnToListMenu
0x080CBC90	thumb	Task_RedrawScrollArrowsAndWaitInput
0x080CBCC0	thumb	Task_CreateMenuRemoveScrollIndicatorArrowPair
0x080CBD50	thumb	Task_ListMenuRemoveScrollIndicatorArrowPair
0x080CBD80	thumb	ForcePlayerToStartSurfing
0x080CBD94	thumb	GetStarterSpeciesById
0x080CBDB0	thumb	GetStarterSpecies
0x080CBDCC	thumb	SetSeenMon
0x080CBDE8	thumb	ResetContextNpcTextColor
0x080CBE00	thumb	ContextNpcGetTextColor
0x080CBE50	thumb	HasMonBeenRenamed
0x080CBEBC	thumb	HasLeadMonBeenRenamed
0x080CBED4	thumb	TV_PrintIntToStringVar
0x080CBF04	thumb	CountDigits
0x080CBFA0	thumb	NameRaterWasNicknameChanged
0x080CBFE0	thumb	ChangeBoxPokemonNickname
0x080CC064	thumb	ChangeBoxPokemonNickname_CB
0x080CC088	thumb	ChangePokemonNickname
0x080CC144	thumb	ChangePokemonNickname_CB
0x080CC170	thumb	BufferMonNickname
0x080CC1A0	thumb	IsMonOTIDNotPlayers
0x080CC1E4	thumb	GetPlayerTrainerId
0x080CC204	thumb	GetUnlockedSeviiAreas
0x080CC2BC	thumb	UpdateTrainerCardPhotoIcons
0x080CC3CC	thumb	StickerManGetBragFlags
0x080CC44C	thumb	GetHiddenItemAttr
0x080CC48C	thumb	DoesPlayerPartyContainSpecies
0x080CC4D4	thumb	GetMartClerkObjectId
0x080CC524	thumb	SetUsedPkmnCenterQuestLogEvent
0x080CC534	thumb	QuestLog_CheckDepartingIndoorsMap
0x080CC59C	thumb	QuestLog_TryRecordDepartedLocation
0x080CC730	thumb	GetMysteryGiftCardStat
0x080CC79C	thumb	SetPCBoxToSendMon
0x080CC7A8	thumb	GetPCBoxToSendMon
0x080CC7B4	thumb	ShouldShowBoxWasFullMessage
0x080CC7F8	thumb	IsDestinationBoxFull
0x080CC87C	thumb	UsedPokemonCenterWarp
0x080CC8CC	thumb	BufferTMHMMoveName
0x080CC918	thumb	RunMassageCooldownStepCounter
0x080CC948	thumb	DaisyMassageServices
0x080CC974	thumb	DoPokemonLeagueLightingEffect
0x080CCA18	thumb	Task_RunPokemonLeagueLightingEffect
0x080CCAF4	thumb	Task_CancelPokemonLeagueLightingEffect
0x080CCB68	thumb	StopPokemonLeagueLightingEffectTask
0x080CCB94	thumb	CapeBrinkGetMoveToTeachLeadPokemon
0x080CCCF8	thumb	HasLearnedAllMovesFromCapeBrinkTutor
0x080CCD84	thumb	CutMoveRuinValleyCheck
0x080CCDD0	thumb	CutMoveOpenDottedHoleDoor
0x080CCDFC	thumb	DoDeoxysTriangleInteraction
0x080CCE10	thumb	Task_DoDeoxysTriangleInteraction
0x080CCEE8	thumb	MoveDeoxysObject
0x080CCF98	thumb	Task_WaitDeoxysFieldEffect
0x080CCFBC	thumb	IncrementBirthIslandRockStepCount
0x080CD008	thumb	SetDeoxysTrianglePalette
0x080CD034	thumb	IsBadEggInParty
0x080CD074	thumb	IsPlayerNotInTrainerTowerLobby
0x080CD098	thumb	BrailleCursorToggle
0x080CD0F4	thumb	PlayerPartyContainsSpeciesWithPlayerID
0x080CD154	thumb	UpdateLoreleiDollCollection
0x080CD1B4	thumb	LoopWingFlapSound
0x080CD1CC	thumb	Task_WingFlapSound
0x080CD228	thumb	ShowBattleRecords
0x080CD240	thumb	MainCB2_SetUp
0x080CD38C	thumb	VBlankCB
0x080CD3A0	thumb	MainCB2
0x080CD3B8	thumb	Task_WaitFadeIn
0x080CD3E8	thumb	Task_WaitButton
0x080CD428	thumb	Task_FadeOut
0x080CD460	thumb	Task_DestroyAndReturnToField
0x080CD4A4	thumb	ClearWindowCommitAndRemove
0x080CD4D0	thumb	ResetGpu
0x080CD608	thumb	StopAllRunningTasks
0x080CD628	thumb	EnableDisplay
0x080CD638	thumb	ResetBGPos
0x080CD690	thumb	ClearLinkBattleRecord
0x080CD6C0	thumb	ClearLinkBattleRecords
0x080CD6F4	thumb	GetLinkBattleRecordTotalBattles
0x080CD704	thumb	IndexOfOpponentLinkBattleRecord
0x080CD738	thumb	SortLinkBattleRecords
0x080CD7B4	thumb	UpdateLinkBattleRecord
0x080CD818	thumb	UpdateLinkBattleGameStats
0x080CD854	thumb	AddOpponentLinkBattleRecord
0x080CD8DC	thumb	ClearPlayerLinkBattleRecords
0x080CD8F8	thumb	IncTrainerCardWinCount
0x080CD924	thumb	IncTrainerCardLossCount
0x080CD950	thumb	UpdateBattleOutcomeOnTrainerCards
0x080CD98C	thumb	UpdatePlayerLinkBattleRecords
0x080CD9F4	thumb	PrintTotalRecord
0x080CDAD0	thumb	PrintOpponentBattleRecord
0x080CDBE4	thumb	PrintBattleRecords
0x080CDCB4	thumb	CommitWindow
0x080CDCD0	thumb	LoadFrameGfxOnBg
0x080CDD18	thumb	CB2_BeginEvolutionScene
0x080CDD28	thumb	Task_BeginEvolutionScene
0x080CDDA8	thumb	BeginEvolutionScene
0x080CDDF4	thumb	EvolutionScene
0x080CE0E8	thumb	CB2_EvolutionSceneLoadGraphics
0x080CE2DC	thumb	CB2_TradeEvolutionSceneLoadGraphics
0x080CE540	thumb	TradeEvolutionScene
0x080CE710	thumb	CB2_EvolutionSceneUpdate
0x080CE72C	thumb	CB2_TradeEvolutionSceneUpdate
0x080CE748	thumb	CreateShedinja
0x080CE8DC	thumb	Task_EvolutionScene
0x080CF53C	thumb	Task_TradeEvolutionScene
0x080D004C	thumb	EvoDummyFunc
0x080D0050	thumb	VBlankCB_EvolutionScene
0x080D00D8	thumb	VBlankCB_TradeEvolutionScene
0x080D0160	thumb	Task_UpdateBgPalette
0x080D0218	thumb	CreateBgAnimTask
0x080D025C	thumb	Task_AnimateBg
0x080D0334	thumb	InitMovingBgPalette
0x080D0374	thumb	StartBgAnimation
0x080D0474	thumb	IsMovingBackgroundTaskRunning
0x080D04A8	thumb	StopBgAnimation
0x080D04E8	thumb	RestoreBgAfterAnim
0x080D0554	thumb	GetCoins
0x080D057C	thumb	SetCoins
0x080D05A4	thumb	AddCoins
0x080D05E4	thumb	RemoveCoins
0x080D060C	thumb	PrintCoinsString_Parameterized
0x080D0674	thumb	ShowCoinsWindow_Parameterized
0x080D06D0	thumb	PrintCoinsString
0x080D072C	thumb	ShowCoinsWindow
0x080D07C8	thumb	HideCoinsWindow
0x080D07EC	thumb	SetUpFieldMove_Strength
0x080D0840	thumb	FieldCB_UseStrength
0x080D0860	thumb	FldEff_UseStrength
0x080D08A8	thumb	ShowMonCB_UseStrength
0x080D08B8	thumb	BattleTransition_StartOnField
0x080D08E8	thumb	BattleTransition_Start
0x080D08F8	thumb	IsBattleTransitionDone
0x080D0948	thumb	LaunchBattleTransitionTask
0x080D0978	thumb	Task_BattleTransition
0x080D09B0	thumb	Transition_StartIntro
0x080D0A00	thumb	Transition_WaitForIntro
0x080D0A34	thumb	Transition_StartMain
0x080D0A5C	thumb	Transition_WaitForMain
0x080D0A8C	thumb	Task_Intro
0x080D0ADC	thumb	Task_Blur
0x080D0B14	thumb	Blur_Init
0x080D0B48	thumb	Blur_Main
0x080D0BA8	thumb	Blur_End
0x080D0BD4	thumb	Task_Swirl
0x080D0C0C	thumb	Swirl_Init
0x080D0C78	thumb	Swirl_End
0x080D0CF0	thumb	VBlankCB_Swirl
0x080D0D28	thumb	HBlankCB_Swirl
0x080D0D54	thumb	Task_Shuffle
0x080D0D8C	thumb	Shuffle_Init
0x080D0DF0	thumb	Shuffle_End
0x080D0E80	thumb	VBlankCB_Shuffle
0x080D0EB8	thumb	HBlankCB_Shuffle
0x080D0EE4	thumb	Task_BigPokeball
0x080D0F1C	thumb	BigPokeball_Init
0x080D0FD4	thumb	BigPokeball_SetGfx
0x080D1064	thumb	PatternWeave_Blend1
0x080D10F8	thumb	PatternWeave_Blend2
0x080D119C	thumb	PatternWeave_FinishAppear
0x080D1220	thumb	PatternWeave_CircularMask
0x080D12E4	thumb	VBlankCB_SetWinAndBlend
0x080D1370	thumb	VBlankCB_PatternWeave
0x080D139C	thumb	VBlankCB_CircularMask
0x080D13C8	thumb	Task_PokeballsTrail
0x080D1400	thumb	PokeballsTrail_Init
0x080D144C	thumb	PokeballsTrail_Main
0x080D14D8	thumb	PokeballsTrail_End
0x080D1504	thumb	FldEff_PokeballTrail
0x080D1570	thumb	SpriteCB_FldEffPokeballTrail
0x080D1638	thumb	Task_ClockwiseWipe
0x080D1670	thumb	ClockwiseWipe_Init
0x080D16D8	thumb	ClockwiseWipe_TopRight
0x080D1768	thumb	ClockwiseWipe_Right
0x080D185C	thumb	ClockwiseWipe_Bottom
0x080D18E4	thumb	ClockwiseWipe_Left
0x080D19E4	thumb	ClockwiseWipe_TopLeft
0x080D1A7C	thumb	ClockwiseWipe_End
0x080D1ABC	thumb	VBlankCB_ClockwiseWipe
0x080D1B58	thumb	Task_Ripple
0x080D1B90	thumb	Ripple_Init
0x080D1BE8	thumb	Ripple_Main
0x080D1CC8	thumb	VBlankCB_Ripple
0x080D1D00	thumb	HBlankCB_Ripple
0x080D1D2C	thumb	Task_Wave
0x080D1D64	thumb	Wave_Init
0x080D1DBC	thumb	Wave_Main
0x080D1E58	thumb	Wave_End
0x080D1E98	thumb	VBlankCB_Wave
0x080D1F2C	thumb	Task_Spiral
0x080D1F64	thumb	Spiral_UpdateFrame
0x080D253C	thumb	Spiral_Init
0x080D25C4	thumb	Spiral_End
0x080D2698	thumb	VBlankCB_Spiral
0x080D2768	thumb	Task_Lorelei
0x080D2788	thumb	Task_Bruno
0x080D27A8	thumb	Task_Agatha
0x080D27C8	thumb	Task_Lance
0x080D27E8	thumb	Task_Blue
0x080D2808	thumb	DoMugshotTransition
0x080D2840	thumb	Mugshot_Init
0x080D28A8	thumb	Mugshot_SetGfx
0x080D2968	thumb	Mugshot_ShowBanner
0x080D2A54	thumb	Mugshot_StartOpponentSlide
0x080D2AD0	thumb	Mugshot_WaitStartPlayerSlide
0x080D2B0C	thumb	Mugshot_WaitPlayerSlide
0x080D2BC4	thumb	Mugshot_GradualWhiteFade
0x080D2C8C	thumb	Mugshot_InitFadeWhiteToBlack
0x080D2CC4	thumb	Mugshot_FadeToBlack
0x080D2D10	thumb	Mugshot_End
0x080D2D50	thumb	VBlankCB_Mugshots
0x080D2DEC	thumb	VBlankCB_MugshotsFadeOut
0x080D2E6C	thumb	HBlankCB_Mugshots
0x080D2EA4	thumb	Mugshots_CreateTrainerPics
0x080D301C	thumb	SpriteCB_MugshotTrainerPic
0x080D3044	thumb	MugshotTrainerPic_Pause
0x080D3048	thumb	MugshotTrainerPic_Init
0x080D3094	thumb	MugshotTrainerPic_Slide
0x080D30C8	thumb	MugshotTrainerPic_SlideSlow
0x080D30F4	thumb	MugshotTrainerPic_SlideOffscreen
0x080D3120	thumb	SetTrainerPicSlideDirection
0x080D3138	thumb	IncrementTrainerPicState
0x080D3154	thumb	IsTrainerPicSlideDone
0x080D316C	thumb	Task_Slice
0x080D31A4	thumb	Slice_Init
0x080D3220	thumb	Slice_Main
0x080D32EC	thumb	Slice_End
0x080D332C	thumb	VBlankCB_Slice
0x080D33C0	thumb	HBlankCB_Slice
0x080D33EC	thumb	Task_WhiteBarsFade
0x080D3424	thumb	WhiteBarsFade_Init
0x080D349C	thumb	WhiteBarsFade_StartBars
0x080D3510	thumb	WhiteBarsFade_WaitBars
0x080D354C	thumb	WhiteBarsFade_BlendToBlack
0x080D35B4	thumb	WhiteBarsFade_End
0x080D35F4	thumb	VBlankCB_WhiteBarsFade
0x080D3690	thumb	VBlankCB_WhiteBarsFade_Blend
0x080D36E0	thumb	HBlankCB_WhiteBarsFade
0x080D3720	thumb	SpriteCB_WhiteBarFade
0x080D3818	thumb	Task_GridSquares
0x080D3850	thumb	GridSquares_Init
0x080D38A4	thumb	GridSquares_Main
0x080D38FC	thumb	GridSquares_End
0x080D3928	thumb	Task_AngledWipes
0x080D3960	thumb	AngledWipes_Init
0x080D39C4	thumb	AngledWipes_SetWipeData
0x080D3A40	thumb	AngledWipes_DoWipe
0x080D3B1C	thumb	AngledWipes_TryEnd
0x080D3B88	thumb	AngledWipes_StartNext
0x080D3BA4	thumb	VBlankCB_AngledWipes
0x080D3C40	thumb	CreateIntroTask
0x080D3CA4	thumb	IsIntroTaskDone
0x080D3CC4	thumb	Task_BattleTransition_Intro
0x080D3CFC	thumb	TransitionIntro_FadeToGray
0x080D3D58	thumb	TransitionIntro_FadeFromGray
0x080D3DD0	thumb	InitTransitionData
0x080D3DF4	thumb	VBlankCB_BattleTransition
0x080D3E08	thumb	GetBg0TilemapDst
0x080D3E28	thumb	GetBg0TilesDst
0x080D3E60	thumb	FadeScreenBlack
0x080D3E74	thumb	SetSinWave
0x080D3EF0	thumb	SetCircularMask
0x080D4088	thumb	InitBlackWipe
0x080D4104	thumb	UpdateBlackWipe
0x080D4200	thumb	LinkPartnerDummy
0x080D4204	thumb	SetControllerToLinkPartner
0x080D4220	thumb	LinkPartnerBufferRunCommand
0x080D4270	thumb	CompleteOnBattlerSpriteCallbackDummy
0x080D42A8	thumb	FreeTrainerSpriteAfterSlide
